#Redshift	LSSTu	LSSTg	LSSTr	LSSTi	LSSTz	LSSTy	M_1450	M_i
        5.70000        31.14938        33.05978        26.63804        25.29384        23.09732        22.91630       -23.74651       -24.08715
        5.71000        31.17024        33.09224        26.68994        25.34786        23.11624        22.92705       -23.73970       -24.08034
        5.72000        31.19117        33.12373        26.74229        25.40138        23.13566        22.93782       -23.73289       -24.07354
        5.73000        31.21218        33.15434        26.79506        25.45426        23.15560        22.94859       -23.72608       -24.06672
        5.74000        31.23326        33.18411        26.84821        25.50637        23.17605        22.95938       -23.71926       -24.05991
        5.75000        31.25440        33.21313        26.90172        25.55757        23.19702        22.97017       -23.71244       -24.05308
        5.76000        31.27563        33.24148        26.95558        25.60774        23.21850        22.98097       -23.70561       -24.04626
        5.77000        31.29692        33.26923        27.00977        25.65673        23.24049        22.99178       -23.69878       -24.03943
        5.78000        31.31829        33.29645        27.06428        25.70444        23.26300        23.00261       -23.69195       -24.03259
        5.79000        31.33974        33.32319        27.11909        25.75073        23.28602        23.01344       -23.68511       -24.02575
        5.80000        31.36127        33.34953        27.17420        25.79552        23.30954        23.02428       -23.67826       -24.01891
        5.81000        31.38288        33.37551        27.22961        25.83872        23.33357        23.03512       -23.67142       -24.01206
        5.82000        31.40458        33.40119        27.28531        25.88030        23.35809        23.04598       -23.66456       -24.00521
        5.83000        31.42636        33.42660        27.34130        25.92028        23.38313        23.05684       -23.65771       -23.99835
        5.84000        31.44825        33.45178        27.39756        25.95869        23.40866        23.06771       -23.65085       -23.99149
        5.85000        31.47025        33.47678        27.45411        25.99559        23.43467        23.07859       -23.64398       -23.98463
        5.86000        31.49235        33.50161        27.51094        26.03101        23.46116        23.08948       -23.63712       -23.97776
        5.87000        31.51456        33.52632        27.56805        26.06501        23.48811        23.10037       -23.63024       -23.97089
        5.88000        31.53688        33.55090        27.62544        26.09764        23.51548        23.11127       -23.62337       -23.96401
        5.89000        31.55929        33.57537        27.68311        26.12896        23.54325        23.12218       -23.61649       -23.95713
        5.90000        31.58182        33.59976        27.74106        26.15915        23.57141        23.13310       -23.60960       -23.95025
        5.91000        31.60446        33.62410        27.79932        26.18838        23.59996        23.14402       -23.60272       -23.94336
        5.92000        31.62721        33.64838        27.85788        26.21670        23.62886        23.15494       -23.59583       -23.93647
        5.93000        31.65007        33.67262        27.91681        26.24425        23.65809        23.16588       -23.58893       -23.92957
        5.94000        31.67304        33.69683        27.97614        26.27119        23.68767        23.17682       -23.58203       -23.92267
        5.95000        31.69612        33.72105        28.03588        26.29770        23.71759        23.18776       -23.57513       -23.91577
        5.96000        31.71932        33.74526        28.09602        26.32392        23.74786        23.19871       -23.56823       -23.90887
        5.97000        31.74263        33.76950        28.15660        26.34994        23.77847        23.20966       -23.56132       -23.90196
        5.98000        31.76606        33.79375        28.21762        26.37591        23.80945        23.22062       -23.55441       -23.89505
        5.99000        31.78967        33.81810        28.28066        26.40242        23.84079        23.23158       -23.54749       -23.88813
        6.00000        31.81339        33.84249        28.34415        26.42914        23.87251        23.24255       -23.54057       -23.88121
        6.01000        31.83722        33.86693        28.40807        26.45609        23.90461        23.25351       -23.53365       -23.87429
        6.02000        31.86117        33.89143        28.47244        26.48330        23.93711        23.26449       -23.52672       -23.86737
        6.03000        31.88524        33.91598        28.53730        26.51078        23.97002        23.27546       -23.51980       -23.86044
        6.04000        31.90943        33.94060        28.60267        26.53855        24.00336        23.28644       -23.51286       -23.85351
        6.05000        31.93373        33.96530        28.66859        26.56659        24.03713        23.29743       -23.50593       -23.84657
        6.06000        31.95816        33.99008        28.73510        26.59490        24.07136        23.30841       -23.49899       -23.83963
        6.07000        31.98271        34.01495        28.80223        26.62348        24.10606        23.31940       -23.49205       -23.83269
        6.08000        32.00739        34.03991        28.87001        26.65232        24.14125        23.33039       -23.48511       -23.82575
        6.09000        32.03220        34.06497        28.93847        26.68143        24.17697        23.34139       -23.47816       -23.81880
        6.10000        32.05714        34.09014        29.00763        26.71080        24.21321        23.35238       -23.47121       -23.81186
        6.11000        32.08221        34.11542        29.07754        26.74043        24.25001        23.36338       -23.46426       -23.80490
        6.12000        32.10742        34.14081        29.14820        26.77033        24.28740        23.37438       -23.45731       -23.79795
        6.13000        32.13276        34.16632        29.21966        26.80049        24.32541        23.38538       -23.45035       -23.79099
        6.14000        32.15825        34.19195        29.29193        26.83093        24.36405        23.39639       -23.44339       -23.78403
        6.15000        32.18387        34.21771        29.36505        26.86163        24.40336        23.40739       -23.43643       -23.77707
        6.16000        32.20964        34.24360        29.43905        26.89261        24.44335        23.41840       -23.42946       -23.77010
        6.17000        32.23554        34.26961        29.51397        26.92386        24.48405        23.42941       -23.42249       -23.76313
        6.18000        32.26156        34.29573        29.58983        26.95539        24.52547        23.44041       -23.41552       -23.75616
        6.19000        32.28771        34.32197        29.66668        26.98720        24.56762        23.45142       -23.40855       -23.74919
        6.20000        32.31396        34.34830        29.74454        27.01929        24.61051        23.46243       -23.40157       -23.74221
        6.21000        32.34032        34.37474        29.82346        27.05167        24.65416        23.47344       -23.39459       -23.73524
        6.22000        32.36680        34.40128        29.90348        27.08434        24.69864        23.48445       -23.38761       -23.72826
        6.23000        32.39340        34.42793        29.98464        27.11731        24.74399        23.49545       -23.38063       -23.72127
        6.24000        32.42013        34.45471        30.06697        27.15058        24.79031        23.50646       -23.37365       -23.71429
        6.25000        32.44700        34.48164        30.15051        27.18418        24.83764        23.51747       -23.36666       -23.70730
        6.26000        32.47402        34.50870        30.23527        27.21809        24.88605        23.52848       -23.35967       -23.70031
        6.27000        32.50116        34.53587        30.32131        27.25233        24.93555        23.53949       -23.35268       -23.69332
        6.28000        32.52842        34.56317        30.40868        27.28689        24.98619        23.55050       -23.34568       -23.68632
        6.29000        32.55580        34.59058        30.49741        27.32178        25.03803        23.56152       -23.33869       -23.67933
        6.30000        32.58332        34.61812        30.58757        27.35701        25.09117        23.57255       -23.33169       -23.67233
        6.31000        32.61096        34.64579        30.67947        27.39257        25.14564        23.58359       -23.32469       -23.66533
        6.32000        32.63874        34.67359        30.77573        27.42851        25.20149        23.59466       -23.31768       -23.65833
        6.33000        32.66663        34.70150        30.87357        27.46451        25.25878        23.60577       -23.31068       -23.65132
        6.34000        32.69463        34.72952        30.97302        27.50067        25.31759        23.61694       -23.30367       -23.64432
        6.35000        32.72276        34.75767        31.07412        27.53698        25.37800        23.62819       -23.29667       -23.63731
        6.36000        32.75102        34.78594        31.17692        27.57346        25.44012        23.63954       -23.28966       -23.63030
        6.37000        32.77943        34.81436        31.28143        27.61016        25.50405        23.65103       -23.28264       -23.62329
        6.38000        32.80800        34.84294        31.38771        27.64714        25.56987        23.66266       -23.27563       -23.61627
        6.39000        32.83673        34.87168        31.49579        27.68444        25.63763        23.67448       -23.26861       -23.60926
        6.40000        32.86562        34.90058        31.60570        27.72208        25.70736        23.68651       -23.26160       -23.60224
        6.41000        32.89467        34.92964        31.71747        27.76007        25.77909        23.69878       -23.25458       -23.59522
        6.42000        32.92388        34.95886        31.83112        27.79842        25.85288        23.71133       -23.24756       -23.58820
        6.43000        32.95325        34.98823        31.94669        27.83713        25.92875        23.72419       -23.24053       -23.58118
        6.44000        32.98276        35.01774        32.06420        27.87621        26.00668        23.73740       -23.23351       -23.57415
        6.45000        33.01237        35.04736        32.18367        27.91566        26.08664        23.75096       -23.22648       -23.56713
        6.46000        33.04203        35.07703        32.30509        27.95547        26.16859        23.76486       -23.21946       -23.56010
        6.47000        33.07170        35.10670        32.42844        27.99566        26.25248        23.77909       -23.21243       -23.55307
        6.48000        33.10134        35.13634        32.55370        28.03624        26.33830        23.79363       -23.20540       -23.54604
        6.49000        33.13093        35.16594        32.68085        28.07720        26.42608        23.80849       -23.19837       -23.53901
        6.50000        33.16050        35.19551        32.80983        28.11856        26.51587        23.82371       -23.19133       -23.53198
        6.51000        33.19004        35.22505        32.94056        28.16032        26.60777        23.83929       -23.18430       -23.52494
        6.52000        33.21961        35.25462        33.07294        28.20251        26.70196        23.85529       -23.17726       -23.51791
        6.53000        33.24926        35.28428        33.20680        28.24512        26.79853        23.87177       -23.17023       -23.51087
        6.54000        33.27900        35.31402        33.34198        28.28817        26.89775        23.88875       -23.16319       -23.50383
        6.55000        33.30882        35.34384        33.47825        28.33167        26.99971        23.90618       -23.15615       -23.49679
        6.56000        33.33866        35.37368        33.61539        28.37562        27.10443        23.92405       -23.14911       -23.48975
        6.57000        33.36853        35.40355        33.75311        28.42004        27.21194        23.94235       -23.14207       -23.48271
        6.58000        33.39841        35.43343        33.89109        28.46495        27.32207        23.96111       -23.13502       -23.47566
        6.59000        33.42829        35.46332        34.02926        28.51035        27.43458        23.98034       -23.12798       -23.46862
        6.60000        33.45818        35.49321        34.16824        28.55627        27.54941        24.00005       -23.12093       -23.46157
        6.61000        33.48811        35.52313        34.30778        28.60272        27.66664        24.02024       -23.11389       -23.45453
        6.62000        33.51810        35.55312        34.44740        28.64972        27.78623        24.04096       -23.10684       -23.44748
        6.63000        33.54812        35.58314        34.58679        28.69727        27.90784        24.06217       -23.09979       -23.44043
        6.64000        33.57818        35.61321        34.72543        28.74541        28.03103        24.08390       -23.09274       -23.43338
        6.65000        33.60829        35.64331        34.86284        28.79415        28.15530        24.10616       -23.08569       -23.42633
        6.66000        33.63844        35.67347        35.00035        28.84358        28.28030        24.12895       -23.07864       -23.41928
        6.67000        33.66865        35.70368        35.13688        28.89383        28.40531        24.15228       -23.07158       -23.41223
        6.68000        33.69894        35.73397        35.27114        28.94488        28.52959        24.17614       -23.06453       -23.40517
        6.69000        33.72926        35.76429        35.40288        28.99674        28.65164        24.20053       -23.05748       -23.39812
        6.70000        33.75966        35.79469        35.53194        29.04944        28.77021        24.22547       -23.05042       -23.39106
        6.71000        33.79011        35.82514        35.65821        29.10299        28.88313        24.25093       -23.04337       -23.38401
        6.72000        33.82059        35.85562        35.78185        29.15739        28.98830        24.27692       -23.03631       -23.37695
        6.73000        33.85111        35.88614        35.90300        29.21263        29.08426        24.30343       -23.02925       -23.36989
        6.74000        33.88168        35.91671        36.02181        29.26871        29.16989        24.33044       -23.02219       -23.36284
        6.75000        33.91229        35.94732        36.13850        29.32567        29.24457        24.35795       -23.01513       -23.35578
        6.76000        33.94299        35.97802        36.25318        29.38352        29.30805        24.38597       -23.00807       -23.34872
        6.77000        33.97377        36.00880        36.36590        29.44230        29.36044        24.41446       -23.00101       -23.34166
        6.78000        34.00464        36.03967        36.47673        29.50202        29.40273        24.44339       -22.99395       -23.33460
        6.79000        34.03563        36.07066        36.58556        29.56272        29.43648        24.47275       -22.98689       -23.32753
        6.80000        34.06677        36.10181        36.69219        29.62442        29.46347        24.50251       -22.97983       -23.32047
        6.81000        34.09813        36.13316        36.79633        29.68714        29.48575        24.53267       -22.97277       -23.31341
        6.82000        34.12978        36.16481        36.89772        29.75092        29.50529        24.56327       -22.96570       -23.30635
        6.83000        34.16181        36.19684        36.99616        29.81575        29.52337        24.59435       -22.95864       -23.29928
        6.84000        34.19425        36.22929        37.09142        29.88166        29.54087        24.62595       -22.95158       -23.29222
        6.85000        34.22710        36.26213        37.18328        29.94863        29.55825        24.65801       -22.94451       -23.28515
        6.86000        34.26038        36.29541        37.27157        30.01668        29.57583        24.69055       -22.93745       -23.27809
        6.87000        34.29406        36.32909        37.35616        30.08580        29.59380        24.72355       -22.93038       -23.27102
        6.88000        34.32807        36.36311        37.43694        30.15601        29.61229        24.75692       -22.92332       -23.26396
        6.89000        34.36241        36.39744        37.51386        30.22731        29.63139        24.79064       -22.91625       -23.25689
        6.90000        34.39709        36.43212        37.58696        30.29972        29.65120        24.82474       -22.90918       -23.24983
        6.91000        34.43219        36.46722        37.65634        30.37325        29.67177        24.85929       -22.90212       -23.24276
        6.92000        34.46776        36.50279        37.72213        30.44787        29.69313        24.89433       -22.89505       -23.23569
        6.93000        34.50377        36.53880        37.78448        30.52355        29.71526        24.92984       -22.88798       -23.22863
        6.94000        34.54023        36.57526        37.84366        30.60031        29.73823        24.96583       -22.88092       -23.22156
        6.95000        34.57714        36.61217        37.90011        30.67814        29.76206        25.00230       -22.87385       -23.21449
        6.96000        34.61451        36.64954        37.95440        30.75703        29.78676        25.03924       -22.86678       -23.20742
        6.97000        34.65235        36.68739        38.00668        30.83695        29.81232        25.07668       -22.85971       -23.20036
        6.98000        34.69064        36.72567        38.05717        30.91786        29.83873        25.11458       -22.85264       -23.19329
        6.99000        34.72943        36.76446        38.10617        30.99974        29.86598        25.15302       -22.84558       -23.18622
        7.00000        34.76870        36.80373        38.15390        31.08257        29.89406        25.19196       -22.83851       -23.17915
