#Redshift	LSSTu	LSSTg	LSSTr	LSSTi	LSSTz	LSSTy	M_1450	M_i
        2.80000        21.37989        20.60655        20.27552        20.21624        20.15760        20.06853       -25.11630       -25.45694
        2.81000        21.40187        20.62000        20.28332        20.22368        20.16592        20.07738       -25.11607       -25.45671
        2.82000        21.42418        20.63355        20.29115        20.23114        20.17424        20.08628       -25.11578       -25.45642
        2.83000        21.44683        20.64722        20.29903        20.23862        20.18257        20.09521       -25.11543       -25.45607
        2.84000        21.46980        20.66099        20.30696        20.24612        20.19090        20.10419       -25.11502       -25.45566
        2.85000        21.49310        20.67488        20.31492        20.25363        20.19923        20.11320       -25.11455       -25.45520
        2.86000        21.51672        20.68887        20.32293        20.26115        20.20757        20.12225       -25.11403       -25.45467
        2.87000        21.54066        20.70299        20.33098        20.26869        20.21592        20.13134       -25.11345       -25.45409
        2.88000        21.56491        20.71722        20.33907        20.27626        20.22428        20.14045       -25.11282       -25.45346
        2.89000        21.58949        20.73156        20.34721        20.28386        20.23265        20.14959       -25.11212       -25.45276
        2.90000        21.61440        20.74603        20.35538        20.29148        20.24103        20.15875       -25.11137       -25.45202
        2.91000        21.63965        20.76062        20.36358        20.29913        20.24942        20.16793       -25.11057       -25.45121
        2.92000        21.66525        20.77533        20.37183        20.30681        20.25783        20.17712       -25.10971       -25.45036
        2.93000        21.69119        20.79016        20.38012        20.31452        20.26626        20.18632       -25.10880       -25.44944
        2.94000        21.71751        20.80511        20.38844        20.32226        20.27470        20.19555       -25.10783       -25.44848
        2.95000        21.74420        20.82019        20.39681        20.33003        20.28315        20.20478       -25.10682       -25.44746
        2.96000        21.77128        20.83539        20.40521        20.33783        20.29162        20.21402       -25.10574       -25.44639
        2.97000        21.79876        20.85072        20.41365        20.34567        20.30008        20.22327       -25.10462       -25.44526
        2.98000        21.82666        20.86618        20.42214        20.35354        20.30855        20.23254       -25.10344       -25.44408
        2.99000        21.85498        20.88176        20.43066        20.36144        20.31701        20.24181       -25.10221       -25.44286
        3.00000        21.88374        20.89748        20.43923        20.36938        20.32547        20.25109       -25.10093       -25.44158
        3.01000        21.91296        20.91333        20.44785        20.37736        20.33392        20.26038       -25.09960       -25.44025
        3.02000        21.94266        20.92931        20.45651        20.38536        20.34237        20.26968       -25.09822       -25.43886
        3.03000        21.97283        20.94542        20.46522        20.39341        20.35082        20.27898       -25.09679       -25.43743
        3.04000        22.00351        20.96167        20.47398        20.40150        20.35926        20.28830       -25.09531       -25.43595
        3.05000        22.03470        20.97805        20.48278        20.40963        20.36769        20.29762       -25.09378       -25.43442
        3.06000        22.06641        20.99457        20.49164        20.41779        20.37613        20.30694       -25.09220       -25.43284
        3.07000        22.09866        21.01123        20.50054        20.42597        20.38456        20.31626       -25.09058       -25.43122
        3.08000        22.13147        21.02803        20.50950        20.43417        20.39298        20.32559       -25.08890       -25.42954
        3.09000        22.16484        21.04496        20.51851        20.44240        20.40141        20.33492       -25.08718       -25.42782
        3.10000        22.19877        21.06205        20.52756        20.45065        20.40984        20.34425       -25.08541       -25.42605
        3.11000        22.23329        21.07928        20.53667        20.45892        20.41827        20.35358       -25.08359       -25.42424
        3.12000        22.26840        21.09665        20.54583        20.46721        20.42671        20.36291       -25.08173       -25.42237
        3.13000        22.30410        21.11418        20.55503        20.47552        20.43515        20.37225       -25.07982       -25.42046
        3.14000        22.34040        21.13186        20.56428        20.48384        20.44361        20.38159       -25.07787       -25.41851
        3.15000        22.37731        21.14970        20.57358        20.49219        20.45207        20.39092       -25.07587       -25.41651
        3.16000        22.41484        21.16770        20.58292        20.50054        20.46055        20.40026       -25.07382       -25.41446
        3.17000        22.45297        21.18586        20.59230        20.50892        20.46905        20.40960       -25.07173       -25.41237
        3.18000        22.49173        21.20418        20.60173        20.51730        20.47757        20.41894       -25.06960       -25.41024
        3.19000        22.53111        21.22268        20.61120        20.52571        20.48610        20.42828       -25.06742       -25.40806
        3.20000        22.57110        21.24136        20.62070        20.53412        20.49466        20.43763       -25.06520       -25.40584
        3.21000        22.61168        21.26022        20.63025        20.54255        20.50324        20.44697       -25.06294       -25.40358
        3.22000        22.65285        21.27927        20.63983        20.55099        20.51183        20.45632       -25.06063       -25.40127
        3.23000        22.69458        21.29851        20.64944        20.55944        20.52045        20.46567       -25.05828       -25.39892
        3.24000        22.73687        21.31795        20.65909        20.56790        20.52909        20.47503       -25.05589       -25.39653
        3.25000        22.77969        21.33760        20.66878        20.57637        20.53774        20.48438       -25.05346       -25.39410
        3.26000        22.82304        21.35746        20.67849        20.58486        20.54642        20.49374       -25.05098       -25.39162
        3.27000        22.86692        21.37754        20.68824        20.59337        20.55512        20.50311       -25.04846       -25.38911
        3.28000        22.91133        21.39785        20.69801        20.60190        20.56383        20.51247       -25.04591       -25.38655
        3.29000        22.95626        21.41837        20.70782        20.61045        20.57256        20.52184       -25.04331       -25.38395
        3.30000        23.00172        21.43913        20.71766        20.61902        20.58130        20.53122       -25.04067       -25.38132
        3.31000        23.04769        21.46012        20.72753        20.62762        20.59005        20.54060       -25.03800       -25.37864
        3.32000        23.09418        21.48134        20.73744        20.63623        20.59882        20.54999       -25.03528       -25.37592
        3.33000        23.14116        21.50279        20.74739        20.64488        20.60759        20.55938       -25.03252       -25.37317
        3.34000        23.18863        21.52445        20.75739        20.65354        20.61638        20.56878       -25.02973       -25.37037
        3.35000        23.23658        21.54632        20.76745        20.66224        20.62517        20.57819       -25.02690       -25.36754
        3.36000        23.28499        21.56839        20.77757        20.67096        20.63396        20.58761       -25.02402       -25.36467
        3.37000        23.33384        21.59063        20.78777        20.67972        20.64275        20.59703       -25.02112       -25.36176
        3.38000        23.38311        21.61304        20.79806        20.68850        20.65154        20.60647       -25.01817       -25.35881
        3.39000        23.43278        21.63560        20.80846        20.69731        20.66033        20.61592       -25.01518       -25.35583
        3.40000        23.48283        21.65829        20.81898        20.70616        20.66912        20.62538       -25.01216       -25.35281
        3.41000        23.53322        21.68110        20.82965        20.71504        20.67790        20.63484       -25.00911       -25.34975
        3.42000        23.58393        21.70400        20.84048        20.72396        20.68669        20.64432       -25.00601       -25.34665
        3.43000        23.63493        21.72699        20.85148        20.73292        20.69548        20.65381       -25.00288       -25.34352
        3.44000        23.68619        21.75005        20.86266        20.74192        20.70427        20.66330       -24.99971       -25.34036
        3.45000        23.73767        21.77314        20.87404        20.75096        20.71306        20.67279       -24.99651       -25.33715
        3.46000        23.78936        21.79626        20.88563        20.76002        20.72186        20.68228       -24.99328       -25.33392
        3.47000        23.84121        21.81936        20.89744        20.76912        20.73067        20.69177       -24.99000       -25.33065
        3.48000        23.89320        21.84243        20.90947        20.77825        20.73950        20.70124       -24.98670       -25.32734
        3.49000        23.94530        21.86542        20.92173        20.78741        20.74833        20.71071       -24.98336       -25.32400
        3.50000        23.99750        21.88832        20.93422        20.79660        20.75719        20.72017       -24.97998       -25.32062
        3.51000        24.04975        21.91110        20.94695        20.80582        20.76607        20.72963       -24.97657       -25.31721
        3.52000        24.10203        21.93374        20.95991        20.81506        20.77497        20.73907       -24.97313       -25.31377
        3.53000        24.15432        21.95624        20.97311        20.82433        20.78390        20.74851       -24.96965       -25.31029
        3.54000        24.20660        21.97859        20.98655        20.83362        20.79285        20.75793       -24.96614       -25.30678
        3.55000        24.25884        22.00080        21.00022        20.84293        20.80183        20.76733       -24.96260       -25.30324
        3.56000        24.31103        22.02288        21.01411        20.85227        20.81084        20.77672       -24.95903       -25.29967
        3.57000        24.36313        22.04483        21.02821        20.86162        20.81987        20.78611       -24.95542       -25.29606
        3.58000        24.41515        22.06667        21.04253        20.87099        20.82894        20.79548       -24.95178       -25.29242
        3.59000        24.46707        22.08841        21.05705        20.88038        20.83804        20.80484       -24.94811       -25.28875
        3.60000        24.51888        22.11006        21.07175        20.88978        20.84717        20.81418       -24.94441       -25.28505
        3.61000        24.57063        22.13163        21.08663        20.89920        20.85633        20.82352       -24.94068       -25.28132
        3.62000        24.62233        22.15313        21.10166        20.90863        20.86552        20.83285       -24.93691       -25.27755
        3.63000        24.67403        22.17458        21.11683        20.91807        20.87473        20.84217       -24.93312       -25.27376
        3.64000        24.72578        22.19599        21.13214        20.92752        20.88398        20.85149       -24.92929       -25.26993
        3.65000        24.77760        22.21736        21.14757        20.93697        20.89325        20.86079       -24.92544       -25.26608
        3.66000        24.82953        22.23872        21.16312        20.94643        20.90254        20.87010       -24.92155       -25.26219
        3.67000        24.88155        22.26008        21.17878        20.95591        20.91186        20.87941       -24.91763       -25.25828
        3.68000        24.93367        22.28147        21.19454        20.96539        20.92120        20.88871       -24.91369       -25.25433
        3.69000        24.98586        22.30290        21.21040        20.97489        20.93056        20.89802       -24.90972       -25.25036
        3.70000        25.03812        22.32442        21.22636        20.98441        20.93993        20.90734       -24.90571       -25.24635
        3.71000        25.09041        22.34603        21.24241        20.99393        20.94931        20.91667       -24.90168       -25.24232
        3.72000        25.14271        22.36777        21.25855        21.00348        20.95870        20.92600       -24.89762       -25.23826
        3.73000        25.19500        22.38965        21.27478        21.01303        20.96809        20.93534       -24.89353       -25.23417
        3.74000        25.24725        22.41168        21.29111        21.02261        20.97750        20.94469       -24.88941       -25.23006
        3.75000        25.29945        22.43387        21.30752        21.03221        20.98690        20.95406       -24.88527       -25.22591
        3.76000        25.35158        22.45622        21.32403        21.04182        20.99631        20.96344       -24.88110       -25.22174
        3.77000        25.40362        22.47873        21.34063        21.05146        21.00572        20.97283       -24.87690       -25.21754
        3.78000        25.45556        22.50140        21.35733        21.06112        21.01513        20.98224       -24.87267       -25.21331
        3.79000        25.50738        22.52424        21.37412        21.07080        21.02454        20.99166       -24.86841       -25.20906
        3.80000        25.55905        22.54725        21.39100        21.08051        21.03394        21.00110       -24.86413       -25.20478
        3.81000        25.61058        22.57043        21.40798        21.09025        21.04333        21.01055       -24.85983       -25.20047
        3.82000        25.66197        22.59378        21.42505        21.10002        21.05273        21.02002       -24.85549       -25.19613
        3.83000        25.71322        22.61730        21.44221        21.10981        21.06211        21.02951       -24.85113       -25.19177
        3.84000        25.76435        22.64099        21.45947        21.11964        21.07150        21.03902       -24.84675       -25.18739
        3.85000        25.81538        22.66485        21.47683        21.12950        21.08088        21.04854       -24.84233       -25.18298
        3.86000        25.86633        22.68889        21.49428        21.13940        21.09026        21.05807       -24.83790       -25.17854
        3.87000        25.91722        22.71309        21.51183        21.14933        21.09963        21.06762       -24.83343       -25.17408
        3.88000        25.96803        22.73748        21.52948        21.15929        21.10901        21.07717       -24.82895       -25.16959
        3.89000        26.01878        22.76204        21.54723        21.16929        21.11839        21.08674       -24.82443       -25.16508
        3.90000        26.06944        22.78678        21.56508        21.17933        21.12777        21.09632       -24.81990       -25.16054
        3.91000        26.12000        22.81170        21.58304        21.18939        21.13716        21.10590       -24.81533       -25.15598
        3.92000        26.17045        22.83680        21.60110        21.19950        21.14656        21.11548       -24.81075       -25.15139
        3.93000        26.22076        22.86208        21.61926        21.20963        21.15598        21.12506       -24.80614       -25.14678
        3.94000        26.27092        22.88755        21.63754        21.21980        21.16540        21.13465       -24.80150       -25.14215
        3.95000        26.32090        22.91321        21.65593        21.23000        21.17484        21.14424       -24.79685       -25.13749
        3.96000        26.37069        22.93906        21.67443        21.24023        21.18430        21.15384       -24.79217       -25.13281
        3.97000        26.42027        22.96511        21.69305        21.25048        21.19378        21.16343       -24.78746       -25.12810
        3.98000        26.46964        22.99135        21.71179        21.26077        21.20327        21.17303       -24.78273       -25.12338
        3.99000        26.51877        23.01780        21.73065        21.27108        21.21278        21.18262       -24.77798       -25.11862
        4.00000        26.56767        23.04445        21.74963        21.28142        21.22231        21.19221       -24.77321       -25.11385
        4.01000        26.61630        23.07132        21.76874        21.29178        21.23186        21.20180       -24.76841       -25.10906
        4.02000        26.66467        23.09839        21.78797        21.30217        21.24144        21.21140       -24.76359       -25.10424
        4.03000        26.71276        23.12569        21.80733        21.31257        21.25104        21.22099       -24.75875       -25.09940
        4.04000        26.76058        23.15321        21.82680        21.32300        21.26066        21.23058       -24.75389       -25.09453
        4.05000        26.80812        23.18095        21.84641        21.33345        21.27030        21.24018       -24.74901       -25.08965
        4.06000        26.85540        23.20893        21.86616        21.34392        21.27996        21.24978       -24.74410       -25.08474
        4.07000        26.90243        23.23714        21.88604        21.35440        21.28965        21.25937       -24.73917       -25.07981
        4.08000        26.94922        23.26560        21.90606        21.36491        21.29935        21.26897       -24.73422       -25.07487
        4.09000        26.99578        23.29430        21.92622        21.37543        21.30908        21.27857       -24.72925       -25.06990
        4.10000        27.04211        23.32325        21.94653        21.38597        21.31882        21.28818       -24.72426       -25.06490
        4.11000        27.08821        23.35246        21.96698        21.39653        21.32858        21.29779       -24.71925       -25.05989
        4.12000        27.13408        23.38193        21.98759        21.40711        21.33836        21.30741       -24.71422       -25.05486
        4.13000        27.17971        23.41168        22.00834        21.41770        21.34815        21.31704       -24.70916       -25.04981
        4.14000        27.22507        23.44170        22.02926        21.42832        21.35795        21.32667       -24.70409       -25.04473
        4.15000        27.27016        23.47200        22.05032        21.43895        21.36777        21.33632       -24.69900       -25.03964
        4.16000        27.31497        23.50260        22.07156        21.44959        21.37760        21.34598       -24.69388       -25.03453
        4.17000        27.35946        23.53349        22.09295        21.46026        21.38744        21.35566       -24.68875       -25.02939
        4.18000        27.40364        23.56469        22.11452        21.47094        21.39729        21.36534       -24.68360       -25.02424
        4.19000        27.44748        23.59619        22.13626        21.48164        21.40714        21.37504       -24.67843       -25.01907
        4.20000        27.49097        23.62801        22.15817        21.49236        21.41700        21.38475       -24.67323       -25.01388
        4.21000        27.53411        23.66015        22.18027        21.50309        21.42688        21.39447       -24.66802       -25.00867
        4.22000        27.57687        23.69261        22.20255        21.51384        21.43676        21.40421       -24.66279       -25.00344
        4.23000        27.61926        23.72539        22.22503        21.52460        21.44665        21.41397       -24.65754       -24.99819
        4.24000        27.66126        23.75849        22.24771        21.53539        21.45655        21.42374       -24.65228       -24.99292
        4.25000        27.70286        23.79193        22.27059        21.54619        21.46646        21.43352       -24.64699       -24.98763
        4.26000        27.74406        23.82568        22.29370        21.55700        21.47638        21.44332       -24.64169       -24.98233
        4.27000        27.78485        23.85977        22.31703        21.56783        21.48630        21.45313       -24.63636       -24.97701
        4.28000        27.82522        23.89418        22.34061        21.57868        21.49624        21.46295       -24.63102       -24.97167
        4.29000        27.86518        23.92891        22.36445        21.58954        21.50618        21.47279       -24.62566       -24.96631
        4.30000        27.90472        23.96397        22.38854        21.60042        21.51614        21.48265       -24.62029       -24.96093
        4.31000        27.94386        23.99936        22.41289        21.61131        21.52610        21.49252       -24.61489       -24.95554
        4.32000        27.98258        24.03508        22.43753        21.62221        21.53608        21.50240       -24.60948       -24.95013
        4.33000        28.02090        24.07112        22.46246        21.63312        21.54606        21.51229       -24.60405       -24.94470
        4.34000        28.05881        24.10749        22.48769        21.64404        21.55606        21.52219       -24.59861       -24.93925
        4.35000        28.09631        24.14418        22.51323        21.65497        21.56607        21.53209       -24.59315       -24.93379
        4.36000        28.13340        24.18120        22.53910        21.66593        21.57610        21.54201       -24.58767       -24.92831
        4.37000        28.17008        24.21853        22.56531        21.67689        21.58613        21.55193       -24.58217       -24.92281
        4.38000        28.20634        24.25618        22.59186        21.68788        21.59619        21.56185       -24.57666       -24.91730
        4.39000        28.24217        24.29413        22.61877        21.69888        21.60626        21.57178       -24.57113       -24.91177
        4.40000        28.27758        24.33237        22.64605        21.70991        21.61634        21.58170       -24.56558       -24.90622
        4.41000        28.31257        24.37091        22.67372        21.72096        21.62645        21.59162       -24.56002       -24.90066
        4.42000        28.34712        24.40973        22.70177        21.73205        21.63658        21.60155       -24.55444       -24.89508
        4.43000        28.38124        24.44884        22.73022        21.74317        21.64672        21.61147       -24.54884       -24.88949
        4.44000        28.41493        24.48823        22.75907        21.75433        21.65689        21.62140       -24.54323       -24.88388
        4.45000        28.44819        24.52791        22.78832        21.76555        21.66707        21.63132       -24.53761       -24.87825
        4.46000        28.48102        24.56788        22.81796        21.77682        21.67727        21.64124       -24.53197       -24.87261
        4.47000        28.51343        24.60815        22.84799        21.78815        21.68749        21.65115       -24.52631       -24.86695
        4.48000        28.54541        24.64872        22.87839        21.79956        21.69773        21.66106       -24.52064       -24.86128
        4.49000        28.57697        24.68961        22.90915        21.81107        21.70798        21.67097       -24.51495       -24.85559
        4.50000        28.60812        24.73081        22.94022        21.82267        21.71825        21.68088       -24.50925       -24.84989
        4.51000        28.63884        24.77235        22.97150        21.83437        21.72854        21.69078       -24.50353       -24.84417
        4.52000        28.66914        24.81422        23.00297        21.84619        21.73884        21.70068       -24.49780       -24.83844
        4.53000        28.69904        24.85644        23.03461        21.85813        21.74916        21.71059       -24.49205       -24.83269
        4.54000        28.72853        24.89902        23.06637        21.87024        21.75949        21.72048       -24.48629       -24.82693
        4.55000        28.75765        24.94197        23.09824        21.88252        21.76984        21.73038       -24.48051       -24.82116
        4.56000        28.78638        24.98530        23.13015        21.89499        21.78020        21.74027       -24.47472       -24.81537
        4.57000        28.81475        25.02903        23.16204        21.90769        21.79057        21.75017       -24.46892       -24.80956
        4.58000        28.84276        25.07315        23.19385        21.92063        21.80095        21.76006       -24.46310       -24.80374
        4.59000        28.87042        25.11770        23.22552        21.93384        21.81135        21.76995       -24.45727       -24.79791
        4.60000        28.89774        25.16268        23.25697        21.94734        21.82176        21.77985       -24.45142       -24.79207
        4.61000        28.92473        25.20811        23.28815        21.96114        21.83218        21.78974       -24.44556       -24.78621
        4.62000        28.95139        25.25401        23.31900        21.97525        21.84261        21.79964       -24.43969       -24.78033
        4.63000        28.97772        25.30040        23.34946        21.98970        21.85305        21.80955       -24.43381       -24.77445
        4.64000        29.00373        25.34729        23.37949        22.00448        21.86349        21.81946       -24.42791       -24.76855
        4.65000        29.02944        25.39472        23.40905        22.01961        21.87395        21.82938       -24.42199       -24.76263
        4.66000        29.05485        25.44270        23.43809        22.03507        21.88441        21.83930       -24.41607       -24.75671
        4.67000        29.07995        25.49125        23.46660        22.05088        21.89488        21.84923       -24.41013       -24.75077
        4.68000        29.10477        25.54041        23.49454        22.06703        21.90536        21.85917       -24.40417       -24.74482
        4.69000        29.12931        25.59018        23.52188        22.08352        21.91585        21.86912       -24.39821       -24.73885
        4.70000        29.15352        25.64039        23.54863        22.10036        21.92634        21.87907       -24.39223       -24.73287
        4.71000        29.17752        25.69148        23.57475        22.11753        21.93685        21.88904       -24.38624       -24.72688
        4.72000        29.20128        25.74349        23.60026        22.13505        21.94736        21.89901       -24.38024       -24.72088
        4.73000        29.22480        25.79626        23.62515        22.15289        21.95789        21.90900       -24.37423       -24.71487
        4.74000        29.24809        25.84981        23.64943        22.17106        21.96842        21.91899       -24.36820       -24.70884
        4.75000        29.27114        25.90431        23.67314        22.18953        21.97897        21.92899       -24.36216       -24.70280
        4.76000        29.29397        25.95946        23.69632        22.20829        21.98954        21.93900       -24.35611       -24.69675
        4.77000        29.31660        26.01542        23.71912        22.22735        22.00012        21.94902       -24.35004       -24.69069
        4.78000        29.33903        26.07221        23.74154        22.24670        22.01071        21.95905       -24.34397       -24.68461
        4.79000        29.36126        26.12985        23.76362        22.26633        22.02132        21.96909       -24.33788       -24.67853
        4.80000        29.38331        26.18834        23.78537        22.28623        22.03194        21.97914       -24.33179       -24.67243
        4.81000        29.40521        26.24771        23.80701        22.30645        22.04258        21.98920       -24.32568       -24.66632
        4.82000        29.42700        26.30798        23.82862        22.32700        22.05323        21.99927       -24.31955       -24.66020
        4.83000        29.44861        26.36915        23.85001        22.34779        22.06390        22.00935       -24.31342       -24.65406
        4.84000        29.47005        26.43128        23.87122        22.36879        22.07458        22.01944       -24.30728       -24.64792
        4.85000        29.49133        26.49441        23.89235        22.38997        22.08527        22.02953       -24.30112       -24.64177
        4.86000        29.51246        26.55869        23.91347        22.41134        22.09598        22.03964       -24.29496       -24.63560
        4.87000        29.53344        26.62399        23.93462        22.43287        22.10670        22.04976       -24.28878       -24.62942
        4.88000        29.55429        26.69024        23.95584        22.45455        22.11744        22.05989       -24.28259       -24.62324
        4.89000        29.57500        26.75744        23.97717        22.47639        22.12819        22.07003       -24.27640       -24.61704
        4.90000        29.59560        26.82559        23.99885        22.49837        22.13895        22.08018       -24.27019       -24.61083
        4.91000        29.61608        26.89475        24.02069        22.52050        22.14973        22.09034       -24.26397       -24.60461
        4.92000        29.63644        26.96491        24.04270        22.54277        22.16052        22.10051       -24.25774       -24.59838
        4.93000        29.65669        27.03600        24.06489        22.56519        22.17133        22.11070       -24.25150       -24.59214
        4.94000        29.67683        27.10801        24.08726        22.58776        22.18214        22.12089       -24.24525       -24.58589
        4.95000        29.69686        27.18093        24.10984        22.61049        22.19298        22.13109       -24.23899       -24.57963
        4.96000        29.71679        27.25478        24.13261        22.63337        22.20382        22.14130       -24.23272       -24.57336
        4.97000        29.73663        27.32953        24.15559        22.65640        22.21468        22.15152       -24.22644       -24.56708
        4.98000        29.75639        27.40522        24.17878        22.67959        22.22555        22.16175       -24.22015       -24.56079
        4.99000        29.77605        27.48204        24.20220        22.70294        22.23644        22.17199       -24.21385       -24.55449
        5.00000        29.79564        27.55980        24.22583        22.72646        22.24733        22.18224       -24.20754       -24.54818
        5.01000        29.81515        27.63851        24.24969        22.75015        22.25824        22.19250       -24.20122       -24.54186
        5.02000        29.83460        27.71827        24.27378        22.77403        22.26916        22.20277       -24.19489       -24.53553
        5.03000        29.85400        27.79891        24.29809        22.79811        22.28010        22.21305       -24.18855       -24.52920
        5.04000        29.87334        27.88053        24.32263        22.82242        22.29104        22.22334       -24.18221       -24.52285
        5.05000        29.89263        27.96313        24.34740        22.84694        22.30200        22.23364       -24.17585       -24.51649
        5.06000        29.91188        28.04673        24.37240        22.87166        22.31297        22.24395       -24.16948       -24.51013
        5.07000        29.93107        28.13132        24.39762        22.89660        22.32396        22.25427       -24.16311       -24.50375
        5.08000        29.95024        28.21690        24.42310        22.92176        22.33495        22.26459       -24.15673       -24.49737
        5.09000        29.96941        28.30348        24.44927        22.94718        22.34595        22.27493       -24.15033       -24.49097
        5.10000        29.98846        28.39104        24.47561        22.97257        22.35697        22.28527       -24.14393       -24.48457
        5.11000        30.00742        28.47955        24.50213        22.99801        22.36800        22.29562       -24.13752       -24.47816
        5.12000        30.02629        28.56901        24.52881        23.02350        22.37904        22.30598       -24.13110       -24.47174
        5.13000        30.04508        28.65966        24.55569        23.04908        22.39009        22.31635       -24.12467       -24.46532
        5.14000        30.06381        28.75131        24.58275        23.07483        22.40115        22.32672       -24.11824       -24.45888
        5.15000        30.08252        28.84384        24.60999        23.10079        22.41222        22.33711       -24.11179       -24.45244
        5.16000        30.10119        28.93721        24.63742        23.12699        22.42330        22.34749       -24.10534       -24.44598
        5.17000        30.11984        29.03141        24.66508        23.15344        22.43440        22.35789       -24.09888       -24.43952
        5.18000        30.13849        29.12642        24.69307        23.18014        22.44550        22.36829       -24.09241       -24.43305
        5.19000        30.15713        29.22229        24.72126        23.20710        22.45662        22.37870       -24.08593       -24.42658
        5.20000        30.17575        29.31897        24.74967        23.23432        22.46774        22.38911       -24.07945       -24.42009
        5.21000        30.19436        29.41645        24.77830        23.26180        22.47888        22.39953       -24.07295       -24.41360
        5.22000        30.21296        29.51471        24.80716        23.28956        22.49002        22.40995       -24.06645       -24.40710
        5.23000        30.23155        29.61373        24.83626        23.31760        22.50118        22.42038       -24.05994       -24.40059
        5.24000        30.25014        29.71346        24.86561        23.34592        22.51234        22.43081       -24.05343       -24.39407
        5.25000        30.26873        29.81384        24.89520        23.37454        22.52352        22.44125       -24.04690       -24.38755
        5.26000        30.28732        29.91478        24.92506        23.40346        22.53470        22.45169       -24.04037       -24.38101
        5.27000        30.30591        30.01630        24.95519        23.43269        22.54589        22.46214       -24.03383       -24.37447
        5.28000        30.32450        30.11822        24.98560        23.46225        22.55709        22.47258       -24.02728       -24.36793
        5.29000        30.34310        30.22038        25.01629        23.49213        22.56830        22.48304       -24.02073       -24.36137
        5.30000        30.36171        30.32273        25.04728        23.52235        22.57952        22.49349       -24.01417       -24.35481
        5.31000        30.38032        30.42500        25.07857        23.55293        22.59074        22.50395       -24.00760       -24.34824
        5.32000        30.39894        30.52712        25.11016        23.58386        22.60197        22.51441       -24.00102       -24.34167
        5.33000        30.41758        30.62891        25.14207        23.61517        22.61321        22.52487       -23.99444       -24.33508
        5.34000        30.43623        30.73018        25.17429        23.64686        22.62446        22.53533       -23.98785       -24.32849
        5.35000        30.45489        30.83075        25.20684        23.67895        22.63572        22.54580       -23.98125       -24.32190
        5.36000        30.47356        30.93042        25.23973        23.71146        22.64698        22.55627       -23.97465       -24.31529
        5.37000        30.49234        31.02894        25.27324        23.74463        22.65825        22.56674       -23.96804       -24.30868
        5.38000        30.51131        31.12611        25.30749        23.77888        22.66952        22.57721       -23.96142       -24.30207
        5.39000        30.53041        31.22162        25.34202        23.81408        22.68081        22.58769       -23.95480       -24.29544
        5.40000        30.54961        31.31518        25.37685        23.85018        22.69209        22.59816       -23.94817       -24.28881
        5.41000        30.56892        31.40652        25.41198        23.88724        22.70339        22.60865       -23.94153       -24.28217
        5.42000        30.58832        31.49555        25.44742        23.92519        22.71470        22.61913       -23.93489       -24.27553
        5.43000        30.60779        31.58190        25.48318        23.96398        22.72602        22.62962       -23.92824       -24.26888
        5.44000        30.62730        31.66538        25.51927        24.00357        22.73736        22.64012       -23.92158       -24.26222
        5.45000        30.64686        31.74592        25.55572        24.04396        22.74873        22.65062       -23.91492       -24.25556
        5.46000        30.66646        31.82349        25.59254        24.08517        22.76015        22.66114       -23.90825       -24.24889
        5.47000        30.68610        31.89818        25.62980        24.12721        22.77162        22.67166       -23.90158       -24.24222
        5.48000        30.70579        31.97008        25.66745        24.17012        22.78316        22.68219       -23.89490       -24.23554
        5.49000        30.72552        32.03936        25.70553        24.21391        22.79479        22.69272       -23.88821       -24.22885
        5.50000        30.74529        32.10620        25.74405        24.25860        22.80653        22.70327       -23.88152       -24.22216
        5.51000        30.76510        32.17079        25.78305        24.30419        22.81838        22.71383       -23.87482       -24.21546
        5.52000        30.78494        32.23329        25.82253        24.35067        22.83036        22.72440       -23.86811       -24.20876
        5.53000        30.80482        32.29380        25.86253        24.39803        22.84249        22.73497       -23.86140       -24.20205
        5.54000        30.82473        32.35240        25.90305        24.44622        22.85479        22.74555       -23.85469       -24.19533
        5.55000        30.84468        32.40915        25.94414        24.49524        22.86729        22.75615       -23.84797       -24.18861
        5.56000        30.86465        32.46409        25.98580        24.54506        22.88002        22.76675       -23.84124       -24.18188
        5.57000        30.88466        32.51724        26.02805        24.59564        22.89302        22.77737       -23.83451       -24.17515
        5.58000        30.90472        32.56859        26.07092        24.64698        22.90633        22.78800       -23.82777       -24.16841
        5.59000        30.92481        32.61816        26.11442        24.69898        22.91996        22.79864       -23.82102       -24.16167
        5.60000        30.94494        32.66599        26.15856        24.75157        22.93394        22.80928       -23.81428       -24.15492
        5.61000        30.96512        32.71210        26.20334        24.80470        22.94831        22.81994       -23.80752       -24.14816
        5.62000        30.98534        32.75654        26.24871        24.85829        22.96309        22.83061       -23.80076       -24.14140
        5.63000        31.00560        32.79936        26.29467        24.91224        22.97829        22.84129       -23.79400       -24.13464
        5.64000        31.02591        32.84062        26.34124        24.96644        22.99392        22.85197       -23.78723       -24.12787
        5.65000        31.04626        32.88039        26.38842        25.02080        23.00999        22.86267       -23.78045       -24.12110
        5.66000        31.06667        32.91874        26.43623        25.07519        23.02652        22.87338       -23.77367       -24.11432
        5.67000        31.08719        32.95579        26.48523        25.12977        23.04350        22.88409       -23.76689       -24.10753
        5.68000        31.10785        32.99163        26.53566        25.18468        23.06096        22.89482       -23.76010       -24.10074
        5.69000        31.12858        33.02627        26.58660        25.23941        23.07890        22.90556       -23.75331       -24.09395
